"","Event Index","UTC Timestamp","UTC Date and Time","Local Timestamp","Local Timezone","Local Date and Time","Experiment ID","Experiment Version","Tree Node Key","Repeat Key","Schedule ID","Participant Public ID","Participant Private ID","Participant Starting Group","Participant Status","Participant Completion Code","Participant External Session ID","Participant Device Type","Participant Device","Participant OS","Participant Browser","Participant Monitor Size","Participant Viewport Size","Checkpoint","Room ID","Room Order","Task Name","Task Version","counterbalance-2nfr","branch-i39d","branch-gwtr","branch-9h9t","checkpoint-o7ee","checkpoint-6s7s","branch-ktz5","branch-hxbs","Page","Page ID","Page Counter","Question","Response Type","Key","Response","Tag","OptionOrder","Object Name","Object Number","Object ID"
"46","18",1732032766252,"19/11/2024 16:12:46",1732003966252,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If no, what brand of camera are you using?","response","value","Built in camera",NA,NA,"Comment Box",7,"object-9"
"47","19",1732032766252,"19/11/2024 16:12:46",1732003966252,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","20 inches",NA,NA,"Comment Box",8,"object-10"
"48","20",1732032766252,"19/11/2024 16:12:46",1732003966252,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","0",NA,NA,"Comment Box",9,"object-11"
"49","21",1732032766253,"19/11/2024 16:12:46",1732003966253,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","0",NA,NA,"Comment Box",10,"object-12"
"50","22",1732032766253,"19/11/2024 16:12:46",1732003966253,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","Yes",NA,"Yes|No","Multiple Choice",11,"object-13"
"51","23",1732032766254,"19/11/2024 16:12:46",1732003966254,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","1",NA,"Yes|No","Multiple Choice",11,"object-13"
"52","24",1732032766254,"19/11/2024 16:12:46",1732003966254,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
"53","25",1732032766254,"19/11/2024 16:12:46",1732003966254,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","quantised","1",NA,"Yes|No","Multiple Choice",12,"object-14"
"54","26",1732032766255,"19/11/2024 16:12:46",1732003966255,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"11. What additional information would you add to help make things easier to understand?","response","value","I think the information was rather clear, the one thing that came up was that different Spanish-speaking countries have different words for the same things. For instance, in Peru we call a cake ""torta"" usually, although ""pastel"" makes sense too since I've heard it spoken many times. Meanwhile in Mexico, ""torta"" is a sandwich. That's just one thing to consider that might be a variable in different results.",NA,NA,"Comment Box",13,"object-16"
"55","27",1732032766255,"19/11/2024 16:12:46",1732003966255,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","value","No",NA,"Yes|No","Multiple Choice",14,"object-15"
"56","28",1732032766255,"19/11/2024 16:12:46",1732003966255,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"12. Are you wearing a mask?","response","quantised","2",NA,"Yes|No","Multiple Choice",14,"object-15"
"57","29",1732032766256,"19/11/2024 16:12:46",1732003966256,-8,"19/11/2024 00:12:46",196386,5,"questionnaire-7ac3",NA,41463375,"BLIND",12102530,NA,"complete",NA,"673caf24ad7257a97a84d1de","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1536x864","1536x730","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB3","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"END",214512,NA,NA,NA,NA
"58","1",1732117245577,"20/11/2024 15:40:45",1732095645577,-6,"20/11/2024 03:40:45",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,NA,NA,NA,NA,"info",NA,"BEGIN",NA,NA,NA,NA,NA
"59","2",1732117372765,"20/11/2024 15:42:52",1732095772765,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","value","Yes",NA,"Yes|No","Multiple Choice",1,"object-3"
"60","3",1732117372766,"20/11/2024 15:42:52",1732095772766,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"1.	Do you have a history of vision problems (e.g., corrected vision, eye disease, or drooping eyelids)?","response","quantised","1",NA,"Yes|No","Multiple Choice",1,"object-3"
"61","4",1732117372766,"20/11/2024 15:42:52",1732095772766,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","value","No",NA,"Yes|No","Multiple Choice",2,"object-4"
"62","5",1732117372766,"20/11/2024 15:42:52",1732095772766,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"2.	Are you on any medications currently that can impair your judgement?","response","quantised","2",NA,"Yes|No","Multiple Choice",2,"object-4"
"63","6",1732117372767,"20/11/2024 15:42:52",1732095772767,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If yes, please list below:","response","value","n.a",NA,NA,"Comment Box",3,"object-5"
"64","7",1732117372767,"20/11/2024 15:42:52",1732095772767,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Eye Glasses","1",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"65","8",1732117372767,"20/11/2024 15:42:52",1732095772767,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Contacts","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"66","9",1732117372767,"20/11/2024 15:42:52",1732095772767,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Makeup","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"67","10",1732117372768,"20/11/2024 15:42:52",1732095772768,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Strip or individual eyelashes","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"68","11",1732117372768,"20/11/2024 15:42:52",1732095772768,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","Hat","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"69","12",1732117372769,"20/11/2024 15:42:52",1732095772769,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"3.	Please check if you currently wearing any of the following:","response","__other","0",NA,"Eye Glasses|Contacts|Makeup|Strip or individual eyelashes|Hat","Multiple Choice",4,"object-6"
"70","13",1732117372769,"20/11/2024 15:42:52",1732095772769,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","value","Yes",NA,"Yes|No","Multiple Choice",5,"object-7"
"71","14",1732117372769,"20/11/2024 15:42:52",1732095772769,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"4.	Does your room currently have natural light?","response","quantised","1",NA,"Yes|No","Multiple Choice",5,"object-7"
"72","15",1732117372779,"20/11/2024 15:42:52",1732095772779,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","value","Yes",NA,"Yes|No","Multiple Choice",6,"object-8"
"73","16",1732117372780,"20/11/2024 15:42:52",1732095772780,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"5.	Are you using the built in camera?","response","quantised","1",NA,"Yes|No","Multiple Choice",6,"object-8"
"74","17",1732117372780,"20/11/2024 15:42:52",1732095772780,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"If no, what brand of camera are you using?","response","value","n/a",NA,NA,"Comment Box",7,"object-9"
"75","18",1732117372781,"20/11/2024 15:42:52",1732095772781,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"6.	Please estimate how far you think you were sitting from the camera during the experiment (an arm's length from your monitor is about 20 inches (51 cm).","response","value","30 minutes",NA,NA,"Comment Box",8,"object-10"
"76","19",1732117372782,"20/11/2024 15:42:52",1732095772782,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"7.	Approximately how many times did you look at your phone during the experiment?","response","value","3",NA,NA,"Comment Box",9,"object-11"
"77","20",1732117372782,"20/11/2024 15:42:52",1732095772782,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"8.	Approximately how many times did you get up during the experiment?","response","value","0",NA,NA,"Comment Box",10,"object-12"
"78","21",1732117372783,"20/11/2024 15:42:52",1732095772783,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","value","No",NA,"Yes|No","Multiple Choice",11,"object-13"
"79","22",1732117372783,"20/11/2024 15:42:52",1732095772783,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"9.	Was the environment you took the experiment in distraction free?","response","quantised","2",NA,"Yes|No","Multiple Choice",11,"object-13"
"80","23",1732117372784,"20/11/2024 15:42:52",1732095772784,-6,"20/11/2024 03:42:52",196386,5,"questionnaire-7ac3",NA,41492299,"BLIND",12110586,NA,"complete",NA,"673dfbc36e685e0b7cb2fc1e","computer","Desktop or Laptop","Windows 10","Chrome 131.0.0.0","1920x1080","1745x866","Headphone Check Pass",NA,0,"ET_Questionnaire (Clone)",1,"CB8","Yes","Pass","Pass","Headphone Check Pass",NA,NA,NA,"Page 1","vvc35d",1,"10. When you had to calibrate, were the instructions clear?","response","value","Yes",NA,"Yes|No","Multiple Choice",12,"object-14"
